,favorite_count,retweet_count,tweet_id
1939,1607,741,673612849076310016
1940,1205,373,673583110961934336
1941,843,274,673580917777178625
1942,1398,573,673576829651841024
1943,1036,311,673363609787985921
1944,1467,687,673359812403531776
1945,1503,593,673355872538599424
1946,1671,549,673352119580237824
1947,752,218,673350191790034944
1948,2544,1311,673345633844072448
1949,980,278,673343210815545344
1950,1288,600,673342302996340736
1951,13622,8130,673320125483892736
1952,882,266,673317979384254464
1953,7590,3242,673295238912417794
1954,1072,375,673270959684591616
1955,1434,750,673240782124548096
1956,2274,864,673213032630128640
1957,1706,645,673148794221932544
1958,1985,735,672997838817796096
1959,966,307,672995232229781504
1960,993,299,672988581774942208
1961,1265,555,672984067529310208
1962,1839,1027,672980779580829696
1963,1697,933,672975080402628609
1964,957,365,672970146609164289
1965,1328,557,672968020474638337
1966,1431,653,672964555207757826
1967,1378,516,672902676334706688
1968,911,431,672898203147247616
1969,1562,849,672884420823527424
1970,1044,377,672877613036273665
1971,1324,581,672834296361582592
1972,1266,504,672828474801942529
1973,981,328,672640493281411072
1974,1311,505,672622321664811010
1975,1230,598,672614739944595456
1976,1124,398,672609147054067713
1977,1119,405,672604021119655936
1978,1340,620,672594973443928066
1979,957,342,672591753367715843
1980,732,187,672591264425070592
1981,1036,373,672538101307318273
1982,648,174,672523487219728384
1983,1123,447,672488519928037376
1984,1146,615,672482714948395009
1985,722,128,672481314411569153
1986,1444,715,672475077217288193
1987,1366,551,672466070121390080
1988,6505,3462,672272396733300737
1989,1516,628,672267563901014016
1990,1151,344,672264243945844736
1991,2834,1587,672256514942439426
1992,1438,755,672254170599157760
1993,1732,623,672248008571006977
1994,690,162,672245248555409408
1995,902,329,672239273467359232
1996,1851,1039,672231040996515840
1997,788,215,672222787172442114
1998,2276,1177,672205386439524352
1999,1030,375,672169665750155265
2000,881,365,672160035556823040
2001,1761,727,672139344921149441
2002,2427,1162,672125270745333761
2003,1009,374,672095178996523008
2004,946,374,672082162695471104
2005,1298,525,672068080575483905
2006,8539,4241,671896801591607296
2007,1344,585,671891721769385984
2008,3498,1404,671882074857558016
2009,1432,694,671879130959486977
2010,1254,569,671874870762934272
2011,1128,508,671866334851014656
2012,912,455,671855970818121728
2013,7115,3553,671789647081644032
2014,1200,536,671768277677441024
2015,1697,946,671763342642569216
2016,1360,786,671744965807087616
2017,746,236,671743143755259904
2018,1463,771,671735585762054145
2019,8559,4429,671729900588417024
2020,12906,7361,671561000215298048
2021,923,211,na
2022,1362,606,671547764132704256
2023,1993,1068,671544869609857024
2024,1099,574,671542980751310848
2025,934,403,671538298070937601
2026,1185,418,671536536102551553
2027,1030,590,671533937597022209
2028,848,265,671528756297736192
2029,1412,535,671520730169872384
2030,959,296,671518582749028352
2031,1616,739,671511342621319168
2032,7072,3608,671504601988898816
2033,924,453,671497582414307329
2034,1017,479,671488510226997248
2035,581,209,671486378568364032
2036,763,235,671485051893383168
2037,1431,746,671390174987751424
2038,1119,299,671362591072124929
2039,401,150,671357838413996033
2040,485,116,671355851936940033
2041,964,437,671347593046306816
2042,738,217,671186159360315393
2043,1130,351,671182540435300353
2044,883,358,671166423830388736
2045,1672,1129,671163258263482369
2046,377,84,671159722603626496
2047,720,225,671154565501296640
2048,673,158,671151316803170304
2049,677,230,671147082493919232
2050,1169,667,671141542443241472
2051,930,412,671138692078174208
2052,755,199,671134054696296448
2053,3511,2564,671122197432418304
2054,1374,791,671115703798267904
2055,1154,449,671109008019742721
2056,1110,298,670995956771483648
2057,24783,8885,670842759008411648
2058,597,198,670840540850749440
2059,1122,709,670838194066300928
2060,452,128,670833807587680256
2061,740,224,670832450482769920
2062,5590,4136,670826275943133184
2063,784,197,670823755950768128
2064,619,99,670822703281086466
2065,3202,1564,670815487044018177
2066,1140,275,670811956362612740
2067,1167,500,670807623365763074
2068,1982,977,670804590565150720
2069,347,88,670803557449408512
2070,739,242,670797295626027008
2071,836,285,670792674568482817
2072,667,245,670789388759113729
2073,608,205,670786183778160640
2074,827,403,670783426409201664
2075,1578,785,670782421437169664
2076,791,294,670780550844694528
2077,330,74,670778054197706752
2078,1083,430,670764092043436032
2079,445,113,670755701111697408
2080,974,522,670733403982053376
2081,832,366,670727697677606912
2082,1219,504,670717326967205888
2083,775,378,670704684945031168
2084,595,248,670691622141583360
2085,753,289,670679606182055936
2086,251,44,670676086536171520
2087,10782,5129,670668378638561280
2088,1535,775,670474230501363712
2089,355,86,670468602584256512
2090,979,563,670465782590083072
2091,554,209,670452848174436352
2092,1201,676,670449329098895360
2093,6777,2017,670444949847023616
2094,647,202,670442333423452160
2095,1061,526,670435812165701632
2096,1410,658,670434123207598082
2097,330,114,670433242026217473
2098,1392,638,670428264129761281
2099,521,167,670426997538078720
2100,1312,643,670421917862649857
2101,629,321,670420563815436288
2102,573,322,670417404275609601
2103,2032,916,670411364918288384
2104,559,229,670408991625773056
2105,436,161,670403873723555840
2106,563,214,670385704808108032
2107,748,275,670374366199349253
2108,330,69,670361863419506690
2109,423,113,670338915237167104
2110,3887,1242,670319122597543936
2111,431,139,670303349632204800
2112,710,292,670290335751237632
2113,1030,339,670093932257259521
2114,704,258,670086495571738624
2115,2232,1260,670079676572950530
2116,1586,806,670073493971738624
2117,631,245,670069080024588288
2118,770,347,670061499868684291
2119,674,337,670055031027159040
2120,648,180,670046943482159109
2121,761,114,670040288568610816
2122,592,281,670037180094488576
2123,334,95,670003125244321792
2124,327,86,669993066573393920
2125,448,162,669972004481536000
2126,303,62,669970030231232512
2127,507,168,669942745918648320
2128,374,106,669926380793131010
2129,234,58,669923316447113216
2130,820,408,669753167702200320
2131,269,65,669749424290164736
2132,520,90,na
2133,391,112,669683887996555264
2134,351,136,669682090091216896
2135,669,295,669680140776046593
2136,806,447,669661788376580096
2137,3553,1844,669625903928897537
2138,953,367,669603078258221056
2139,514,152,669597904508620800
2140,1503,942,669583735898185728
2141,437,143,669573559438712832
2142,1603,1036,669571453801508864
2143,236,56,669567582983331840
2144,388,127,669564454636421120
2145,369,78,669393246552920064
2146,1341,743,669375711120093184
2147,498,184,669371476823306240
2148,469,160,669367892388003840
2149,625,232,669363803461693440
2150,371,127,669359659808129025
2151,2729,1294,669354376083996672
2152,651,266,669353426984296449
2153,440,190,669351427895111680
2154,1025,424,669328496653635584
2155,579,118,669327198734655488
2156,501,213,669324644248219648
2157,1199,410,669216674986479616
2158,441,170,669214160572411904
2159,1008,487,669203717908926469
2160,660,319,669037052726505472
2161,742,381,669015737663684612
2162,581,254,669006778303127553
2163,21050,6473,669000387991502850
2164,443,235,668994907227430913
2165,748,355,668992356952199169
2166,685,334,668989611830435842
2167,901,479,668988176392986624
2168,557,172,668986015319760896
2169,543,314,668981889504514048
2170,804,355,668979801907175424
2171,1311,589,668975674691067905
2172,145,24,na
2173,708,243,668960082093297664
2174,283,72,668955705479593984
2175,267,59,668932892672851968
2176,321,102,668902988186910720
2177,397,154,668892467224252416
2178,531,305,668872643173613568
2179,457,170,668852165096677376
2180,437,140,668826075678572544
2181,578,275,668815173491302400
2182,707,377,668779392961761281
2183,536,222,668655136865181697
2184,896,541,668645502213357568
2185,886,541,668643538813472768
2186,1083,548,668641105580281856
2187,1046,497,668636660645675008
2188,2829,1677,668633404238229504
2189,723,323,668631373981331456
2190,321,118,668627275181633536
2191,390,137,668625572470366208
2192,1438,784,668623188582989824
2193,204,43,668620231833702400
2194,616,318,668614813715664896
2195,1679,1097,na
2196,247,57,668567813263630345
2197,519,232,668544740393136128
2198,461,219,668542328894803968
2199,253,77,668537830625423360
2200,463,232,668528764805074944
2201,329,110,668507502464626688
2202,418,135,668496995305287680
2203,432,239,668484190623674369
2204,462,151,668480037449003009
2205,888,525,668466896245792768
2206,622,300,668297325815717888
2207,245,32,668291994352017409
2208,506,139,668286272272769024
2209,828,232,668274241842860032
2210,556,241,668268894449078272
2211,1317,627,668256315861504000
2212,999,498,668248467379257344
2213,6236,2893,668237637640183808
2214,300,105,668226088657682437
2215,514,200,668221234145046534
2216,555,197,668204958722990080
2217,657,199,668190675914129409
2218,495,199,668171855484870656
2219,501,321,668154632372383744
2220,570,286,668142344458383360
2221,671,245,668113012746776577
2222,1269,800,667937091314171904
2223,304,113,667924892227104768
2224,209,56,667915448932003840
2225,493,308,667911422597287936
2226,854,381,667902444320530432
2227,1896,1109,667886917715943426
2228,818,495,667885029767446528
2229,393,122,667878737548046337
2230,628,411,667873836067659776
2231,3007,1042,667866720170852352
2232,242,78,667861335531630593
2233,291,63,667832472072282112
2234,1056,497,667806449473486848
2235,329,97,667801007443677184
2236,699,335,667793397835542529
2237,409,246,667782457777754112
2238,236,57,667773194548350976
2239,441,218,667766675161219072
2240,379,152,667728195987177472
2241,482,322,667724301886480384
2242,0,35,667548685090197504
2243,0,33,667548406944960512
2244,5797,2304,667549055111835649
2245,335,125,667546741093330944
2246,866,530,667544320090710016
2247,203,65,667538890660700160
2248,816,543,667534814648496128
2249,466,241,667530907624968192
2250,1697,1115,667524856297218048
2251,366,193,667517641523761152
2252,6773,2141,667509363477577728
2253,531,220,667502639517556736
2254,517,272,667495796489633792
2255,531,229,667491008582541313
2256,256,100,667470558578216961
2257,190,60,667455447520047104
2258,309,91,667453022738366464
2259,777,580,667443422270251008
2260,448,239,667437270979485701
2261,303,83,667435686304342017
2262,464,220,667405337926832129
2263,193,55,667393429954043904
2264,363,164,667369220322136065
2265,492,242,667211850623393792
2266,610,260,667200512471801856
2267,385,108,667192061259620352
2268,741,414,667188686895861760
2269,14296,6214,667182789016596480
2270,191,55,667177985389236225
2271,610,464,667176160305000449
2272,241,83,667174956317454336
2273,221,90,667171256467398656
2274,2675,1140,667165584396824576
2275,256,62,667160269211230208
2276,47575,17083,667152157783670784
2277,4585,2205,667138263048585216
2278,328,127,667119782572007424
2279,331,126,667090887587966977
2280,401,121,667073641872494593
2281,82,14,na
2282,165,46,667065529543368704
2283,216,54,667062172346744832
2284,183,51,667044086843637761
2285,443,222,667012596533358592
2286,244,94,666996118815817730
2287,2534,979,666983940700430342
2288,810,553,666837024717058048
2289,212,80,666835004639617025
2290,252,97,666826775146565632
2291,514,249,666817830839521280
2292,237,92,666804340162732032
2293,752,484,666786064321900544
2294,381,192,666781788895911936
2295,348,174,666776898802835456
2296,233,66,666739322658398210
2297,425,218,666701161143992320
2298,186,47,666691411966824448
2299,1109,619,666649475398680576
2300,229,80,666644794307837952
2301,511,208,666454708777799680
2302,102,20,666447341910671361
2303,122,47,666437269411209216
2304,163,53,666435649399033857
2305,311,194,666430720227860480
2306,163,82,666428270859042817
2307,311,111,666421153020444674
2308,122,45,666418781095260160
2309,433,321,666411498068123649
2310,105,40,666407121513275392
2311,162,83,666396240351993856
2312,183,88,666373746337402880
2313,757,559,666362717482020864
2314,215,71,666353280906170368
2315,284,132,666345414279471104
2316,192,89,666337857791987715
2317,489,343,666293909010702337
2318,142,63,666287399580733440
2319,170,76,666273081518768128
2320,100,35,666268904428277760
2321,14012,6370,666104129232740352
2322,77,11,666102150364286977
2323,150,66,666099505364733952
2324,160,72,666093996847063040
2325,113,44,666082912819875840
2326,315,159,666073098362486784
2327,142,58,666071190449033216
2328,464,213,666063820255862784
2329,109,57,666058597072306176
2330,290,138,666057085227016192
2331,428,235,666055517517848576
2332,1195,829,666051848592334848
2333,130,57,666050754986266625
2334,105,42,666049244999131136
2335,290,136,666044217047650304
2336,122,43,666033409081393153
2337,125,46,666029276303482880
2338,2523,498,666020881337073664
